#
#   Hematoxylin-C19.txt
#
#   Hematoxylin C19
#
#   from Figure 3 in:
#
#   William J. Cukierski1, Xin Qi, and David J. Foran
#   MOVING BEYOND COLOR: THE CASE FOR MULTISPECTRAL IMAGING IN BRIGHTFIELD PATHOLOGY
#   Proc IEEE Int Symp Biomed Imaging. 2009 ; 5193251: 1111–1114. doi:10.1109/ISBI.2009.5193251.

[Control]
Xpx	Ypx	X	Y
170	315	400	0.0
592	315	750	0.0
170	40	400	0.8
592	40	750	0.8


[Absorbance]
176	256
181	266
188	263
194	257
204	254
222	247
247	247
267	239
307	213
324	201
332	195
345	188
361	182
381	175
396	171
411	170
426	175
440	185
448	192
455	202
462	210
468	221
475	234
482	246
491	259
501	272
515	283
529	290
546	296
569	300
593	303
617	305
634	306
651	306
