#
#   solar exposure for a day, from sunrise to sunset
#
#   This is not an actual measurement
#   It is modeled by SMARTS 2.9.5
#   https://www.nrel.gov/rredc/smarts/
#
#   day=2018-02-14, latitude=30.175, integration.step=10 minutes
#
#   the unit is joule * m^{-2} * nm^{-1}

wavelength	energy
400	23588.184
401	24549.0594
402	25496.0292
403	24525.6546
404	24893.118
405	24254.2278
406	23633.37
407	23190.3426
408	24185.7786
409	25802.97
410	21971.358
411	24571.8222
412	26096.334
413	25008.24
414	24714.126
415	25559.07
416	26301.012
417	25626.474
418	24491.91
419	25469.652
420	23318.0082
421	26461.566
422	26077.434
423	25227.072
424	25063.326
425	25810.56
426	25062.792
427	24190.404
428	24406.248
429	22585.677
430	18002.9202
431	16326.6138
432	27140.532
433	25232.412
434	23289.834
435	25524.492
436	27978.066
437	28534.734
438	25019.016
439	24038.568
440	27533.814
441	27136.668
442	29019.858
443	29401.548
444	28633.758
445	29699.244
446	26619.834
447	30253.182
448	30583.302
449	30495.534
450	31590.894
451	32736.888
452	31319.166
453	28901.136
454	30978.552
455	30730.11
456	31717.272
457	31949.802
458	31227.378
459	30950.988
460	30713.346
461	31766.556
462	32040.522
463	32126.448
464	31141.17
465	30742.764
466	31377.27
467	29950.488
468	31224.006
469	31326.642
470	30090.192
471	30572.586
472	32132.622
473	30863.916
474	31175.31
475	32161.788
476	31017.246
477	31165.35
478	32143.014
479	31498.554
480	31995.444
481	31964.682
482	32065.17
483	31669.698
484	31057.008
485	30945.45
486	25080.678
487	28076.802
488	30362.466
489	28574.904
490	31902.894
491	30640.074
492	29192.118
493	31200.048
494	30435.738
495	32290.632
496	30676.08
497	31168.338
498	30283.98
499	30242.184
500	30095.436
501	29192.028
502	29122.578
503	30414.384
504	28275.894
505	30312.45
506	31507.206
507	30126.888
508	29360.934
509	30762.54
510	29957.202
511	30498.588
512	31290.918
513	29377.482
514	28735.89
515	29539.17
516	29785.926
517	24254.808
518	27717.036
519	26839.65
520	29272.314
521	29460.408
522	30088.236
523	28334.97
524	30438.192
525	30159.702
526	29285.622
527	25579.596
528	29245.068
529	30566.928
530	29347.74
531	30926.178
532	30341.97
533	27076.848
534	28987.566
535	29416.2
536	30658.008
537	28358.886
538	29762.964
539	29011.92
540	27990.072
541	26879.382
542	29229.66
543	28738.812
544	29713.854
545	29016.744
546	28714.572
547	29077.14
548	28235.874
549	29107.35
550	28865.406
551	28820.532
552	29394.384
553	28539.828
554	29077.968
555	29212.62
556	28692.216
557	27963.72
558	28540.344
559	26972.712
560	27430.29
561	28998.534
562	27583.074
563	28599.33
564	28013.22
565	28164.804
566	26611.062
567	28338.462
568	28044.486
569	27299.436
570	27307.656
571	26409.63
572	27849.096
573	27943.536
574	27780.12
575	27131.478
576	26892.96
577	27565.77
578	26720.28
579	27116.886
580	27595.446
581	27737.226
582	28176.186
583	28475.1
584	28417.962
585	28185.918
586	27495.702
587	28076.058
588	27369.972
589	23532.564
590	25014.372
591	26787.066
592	26191.458
593	26590.026
594	26436.96
595	26053.026
596	26907.09
597	26952.198
598	26634
599	26634.066
600	26911.362
601	26595.75
602	26185.512
603	26736.54
604	27199.482
605	27150.708
606	27028.44
607	27200.856
608	27121.494
609	26921.844
610	26810.052
611	26677.482
612	27078.222
613	26695.146
614	25887.54
615	26844.384
616	26139.048
617	25808.976
618	26783.028
619	26906.184
620	26904.468
621	27000.12
622	25977.726
623	25744.614
624	25676.376
625	25530.63
626	25504.572
627	26221.242
628	24564.174
629	25587.648
630	25236.054
631	25747.698
632	24813.102
633	26429.796
634	26045.358
635	26373.582
636	25781.526
637	26663.76
638	26856.54
639	26753.328
640	26209.428
641	26228.838
642	26287.128
643	26554.422
644	26443.476
645	26628.696
646	25836.828
647	25650.444
648	25404.93
649	24604.314
650	24819.846
651	26388.576
652	25249.782
653	26134.11
654	25845.402
655	24607.272
656	21625.146
657	22610.568
658	25293.462
659	25378.776
660	25513.8
661	25358.904
662	25094.016
663	25161.384
664	25445.262
665	25934.274
666	25941.762
667	25776.396
668	25877.244
669	26330.274
670	25969.872
671	25921.602
672	25558.41
673	25781.316
674	25745.364
675	25534.038
676	25829.526
677	25589.184
678	25722.978
679	25502.448
680	25540.992
681	25440.048
682	25558.986
683	25279.368
684	25110.186
685	25127.616
686	24551.364
687	16717.194
688	19745.13
689	19883.604
690	20989.536
691	22073.334
692	22856.496
693	22708.074
694	22462.29
695	23032.722
696	22992.594
697	24415.11
698	24023.448
699	23428.878
700	23246.532
701	22914.474
702	22967.028
703	23100.6
704	23756.934
705	23999.61
706	23890.584
707	23796.768
708	23714.766
709	23836.104
710	23955.42
711	23925.186
712	23783.082
713	23481.42
714	23690.838
715	22848.51
716	23069.784
717	19713.972
718	18323.604
719	16409.76
720	17476.044
721	19455.888
722	22431.486
723	20592.306
724	18864.258
725	18505.476
726	19277.55
727	19442.274
728	18517.608
729	18750.99
730	20191.53
731	19115.244
732	20741.79
733	21630.636
734	22384.47
735	22042.308
736	21824.856
737	21784.704
738	22292.724
739	21631.974
740	22187.046
741	22117.26
742	22144.332
743	22609.278
744	22799.184
745	22796.64
746	22745.268
747	22759.116
748	22622.688
749	22545.606
750	22517.046
751	22416
752	22497.42
753	22384.512
754	22667.418
755	22599.09
756	22324.164
757	22302.684
758	22435.422
759	21732.402
760	4078.4694
761	2287.9878
762	11492.412
763	5973.6876
764	8755.1268
765	11460.438
766	13985.748
767	17164.992
768	20042.076
769	20395.554
770	21112.17
771	21305.808
772	21491.376
773	21481.914
774	21486.606
775	21485.136
776	21533.37
777	21403.572
778	21376.968
779	21471.678
780	21237.18
781	21186.234
782	21287.556
783	21202.944
784	21063.102
785	21149.7
786	21157.194
787	20848.83
788	20561.334
789	20475.204
790	19780.68
791	20112.03
792	19931.82
793	19784.844
794	20028.066
795	19936.05
796	19497.528
797	19797.984
798	20267.622
799	19857.186
800	19508.094
801	19701.024
802	19721.736
803	19346.13
804	19584.39
805	19181.136
806	20009.532
807	19788.438
808	19720.92
809	19184.916
810	19183.692
811	19088.676
812	18542.85
813	18167.862
814	16095.6
815	15969.486
816	14839.584
817	15200.85
818	14637.912
819	16249.476
820	15422.7
821	18069.63
822	17197.242
823	11842.974
824	16815.594
825	17558.646
826	16856.91
827	17831.094
828	15181.578
829	16778.268
830	16522.278
831	16665.444
832	16093.35
833	17293.452
834	16819.98
835	18234.186
836	17556.03
837	18344.64
838	18106.332
839	18205.968
840	18481.356
841	18355.122
842	18152.928
843	18341.436
844	17974.8
845	18549.582
846	18597.324
847	18113.958
848	18104.994
849	17990.532
850	16308.066
851	17770.602
852	17676.228
853	17609.514
854	15520.878
855	16666.644
856	17758.026
857	18105.99
858	18105.102
859	18109.344
860	18050.778
861	18024.966
862	18167.832
863	18277.998
864	17888.172
865	17599.386
866	15512.484
867	16726.854
868	17526.798
869	17351.238
870	17680.398
871	17429.772
872	17668.098
873	17491.584
874	17185.686
875	16937.766
876	17410.104
877	17472.6
878	17400.252
879	17111.358
880	17166.414
881	16591.59
882	17021.76
883	16971.444
884	17037.21
885	17241.06
886	16540.032
887	16618.974
888	16818.072
889	17066.97
890	16841.724
891	16891.914
892	16538.394
893	15859.332
894	15339.996
895	14557.92
896	13637.328
897	11786.742
898	12764.466
899	9638.01
900	13282.668
901	10512.168
902	11927.646
903	12197.052
904	15236.184
905	14704.608
906	13924.416
907	11269.116
908	11547.042
909	12542.568
910	10983.462
911	11828.262
912	12230.64
913	11013.51
914	11033.604
915	11907.132
916	10123.53
917	12943.134
918	10392.834
919	13134.708
920	13371.618
921	14003.568
922	12446.28
923	13376.43
924	12793.428
925	12624.066
926	12458.286
927	14049.294
928	10166.1
929	9381.1116
930	7322.0466
931	6941.874
932	4992.9912
933	4075.0116
934	2265.3204
935	4155.3714
936	2610.6426
937	2638.8834
938	3260.5878
939	6763.2606
940	8080.0422
941	6259.731
942	6875.9052
943	4647.6438
944	4852.6896
945	6219.0846
946	3185.6994
947	6237.7056
948	4604.9748
949	8402.397
950	2363.7852
951	8244.102
952	4455.948
953	5776.6044
954	7228.806
955	5747.6916
956	5626.1274
957	4473.7692
958	8016.9654
959	6371.232
960	7164.7146
961	7957.6374
962	7617.417
963	8797.9692
964	7964.6994
965	8772.9168
966	8738.0916
967	8718.7746
968	11685.408
969	12218.394
970	11283.342
971	12857.352
972	12347.826
973	10719.45
974	10137.372
975	10469.724
976	10053.156
977	11424.408
978	10916.832
979	11371.908
980	10755.042
981	12843.084
982	12393.012
983	11921.676
984	13357.89
985	12310.014
986	13662.636
987	13396.428
988	13318.584
989	13665.18
990	13269.69
991	13740.24
992	13699.83
993	13393.14
994	13762.752
995	13729.674
996	13666.956
997	13505.772
998	13486.59
999	13483.584
1000	13409.952
1001	13591.62
1002	13230.792
1003	13406.13
1004	13187.25
1005	12451.236
1006	13003.524
1007	13282.506
1008	13259.604
1009	13116.978
1010	13100.544
1011	13196.802
1012	13113.402
1013	13106.376
1014	13161.624
1015	12931.89
1016	12987.774
1017	12840.744
1018	13046.826
1019	12558.978
1020	12765.21
1021	12820.434
1022	12591.966
1023	12688.974
1024	12582.768
1025	12741.054
1026	12713.514
1027	12655.428
1028	12667.848
1029	12526.572
1030	12613.152
1031	12551.844
1032	12563.922
1033	12349.806
1034	12423.924
1035	12464.418
1036	12455.724
1037	12326.154
1038	12266.916
1039	12349.566
1040	12263.97
1041	12263.718
1042	12268.122
1043	12143.718
1044	12197.97
1045	12126.924
1046	11808.456
1047	11985.768
1048	12089.532
1049	12014.916
1050	11932.734
1051	11944.224
1052	11867.1
1053	11828.082
1054	11775.996
1055	11809.068
1056	11768.352
1057	11736.192
1058	11611.818
1059	11254.026
1060	11563.362
1061	11294.694
1062	11498.988
1063	11308.938
1064	11483.298
1065	11423.274
1066	11212.608
1067	11268.324
1068	11246.322
1069	10649.982
1070	10979.862
1071	11216.748
1072	11178.612
1073	10968.162
1074	11318.256
1075	10732.788
1076	11190.588
1077	10971.246
1078	10935.012
1079	11020.89
1080	10842.564
1081	10515.288
1082	10719.342
1083	10893
1084	10456.866
1085	10776
1086	9987.7104
1087	10270.5
1088	10795.056
1089	10479.228
1090	10029.0198
1091	10692.642
1092	10572.846
1093	9134.1954
1094	9797.4936
1095	9317.5008
1096	8969.3382
1097	10524.99
1098	8941.2972
1099	9047.748
1100	8600.439
1101	8821.5456
1102	8277.567
1103	8207.2986
1104	8221.5474
1105	9013.5378
1106	6832.9392
1107	8535.4602
1108	7194.6348
1109	7203.5742
1110	8456.6178
1111	5687.088
1112	7226.8212
1113	4535.3832
1114	5070.504
1115	4216.8936
1116	3318.6168
1117	1249.0914
1118	3606.1056
1119	1815.2832
1120	2267.6244
1121	2999.8434
1122	1278.2484
1123	2051.5194
1124	1739.4138
1125	2322.9108
1126	792.24426
1127	2535.0168
1128	1550.5932
1129	1659.4596
1130	1099.1472
1131	4897.881
1132	3852.3642
1133	2447.6568
1134	638.526
1135	239.55678
1136	2032.7538
1137	4739.9394
1138	3336.7254
1139	5071.8312
1140	4279.0872
1141	3177.8742
1142	3723.8016
1143	5235.624
1144	1830.195
1145	2332.296
1146	2515.8354
1147	906.88914
1148	4545.699
1149	3616.3848
1150	1979.1618
1151	3337.6398
1152	4120.5924
1153	4011.036
1154	2275.458
1155	5314.8504
1156	4731.7596
1157	5374.3416
1158	5323.8084
1159	5794.1886
1160	4893.7398
1161	6041.301
1162	6073.7544
1163	8326.323
1164	7079.535
1165	6725.022
1166	6593.4558
1167	7245.3708
1168	7372.9644
1169	7459.2816
1170	8168.1756
1171	7973.9766
1172	8157.3306
1173	8128.9134
1174	5820.0936
1175	8099.475
1176	8648.178
1177	8486.688
1178	6358.1676
1179	8773.6596
1180	7888.8714
1181	8140.2474
1182	5654.4552
1183	7873.539
1184	7492.7022
1185	7227.0426
1186	8605.3974
1187	8175.417
1188	5832.4386
1189	7449.6378
1190	8352.8208
1191	7971.267
1192	8561.868
1193	8184.9414
1194	8468.8494
1195	8004.0114
1196	7688.5608
1197	8644.4268
1198	7831.0194
1199	6457.7586
1200	8072.0574
1201	7824.9474
1202	7864.722
1203	7766.946
1204	6380.1612
1205	7848.3024
1206	8732.1828
1207	7675.5516
1208	7770.576
1209	7452.9702
1210	8198.2914
1211	7588.0152
1212	7569.7128
1213	8506.8798
1214	7761.8508
1215	7640.6652
1216	8458.6896
1217	8233.6056
1218	8299.7658
1219	8023.1256
1220	8282.4888
1221	8447.8824
1222	8167.0104
1223	8022.1938
1224	8078.8476
1225	8392.1508
1226	8522.7336
1227	7807.4082
1228	8512.269
1229	8511.4506
1230	8367.5196
1231	8632.5132
1232	8526.9996
1233	8238.162
1234	8613.4356
1235	8509.8024
1236	8593.2282
1237	8463.8268
1238	8573.607
1239	8476.7862
1240	8445.2484
1241	8449.971
1242	8475.3702
1243	8386.4856
1244	8339.6892
1245	8366.2884
1246	8420.7456
1247	8379.1992
1248	8391.2916
1249	8418.819
1250	8365.6986
1251	8272.4292
1252	8257.5342
1253	8173.0794
1254	8079.9174
1255	8246.5368
1256	8008.6008
1257	7909.875
1258	8121.9012
1259	7729.3296
1260	7806.9576
1261	7368.5022
1262	7044.783
1263	7122.9786
1264	6523.5492
1265	7044.4038
1266	6804.6054
1267	6893.7432
1268	6521.5248
1269	4042.5288
1270	6864.513
1271	7319.676
1272	7337.0562
1273	7282.7418
1274	7293.792
1275	7419.324
1276	7519.1466
1277	7597.6404
1278	7768.5072
1279	7712.4294
1280	7668.4554
1281	7527.3006
1282	6819.7266
1283	7441.3464
1284	7682.6016
1285	7746.1602
1286	7818.2094
1287	7699.8552
1288	7668.0588
1289	7416.1938
1290	7540.0386
1291	7640.4042
1292	7143.1614
1293	7526.079
1294	7368.3402
1295	7345.4364
1296	7003.9326
1297	6638.1414
1298	7099.0176
1299	7460.7264
1300	6283.6566
1301	6495.5646
1302	7094.4132
1303	6200.0694
1304	5234.46
1305	6953.5398
1306	6950.916
1307	5400.6552
1308	6222.4974
1309	6916.8318
1310	5305.8294
1311	5967.2778
1312	5923.7712
1313	5559.8508
1314	5060.358
1315	4996.1382
1316	5771.0988
1317	5543.565
1318	5966.0244
1319	4668.0708
1320	4526.331
1321	5270.6562
1322	5307.2976
1323	3986.4936
1324	4572.3432
1325	5724.5238
1326	4916.3958
1327	4647.03
1328	4058.109
1329	2988.9198
1330	3900.0456
1331	2377.6848
1332	2417.9112
1333	3381.09
1334	2876.3814
1335	3951.5568
1336	3087.6822
1337	2753.5704
1338	2974.3926
1339	2965.386
1340	2848.9878
1341	2823.1764
1342	2956.8108
1343	2020.26
1344	1212.24108
1345	1741.617
1346	887.73546
1347	910.69134
1348	69.453534
1349	236.9844
1350	236.71554
1351	67.192962
1352	22.118538
1353	1.46653242
1354	4.3185552
1355	0.059708754
1356	0.74105952
1357	1.10105154
1358	0.069232326
1359	0.0134181828
1360	0.036578136
1361	0.000107573694
1362	4.7194662e-07
1363	0.054673464
1364	0.0240195876
1365	2.80496724e-07
1366	0.21552537
1367	0.083647854
1368	6.51483108e-09
1369	0.009306684
1370	0.005493954
1371	0.00040062825
1372	0.04655997
1373	0.69744366
1374	2.7156792
1375	4.8713856
1376	3.8451222
1377	1.84913166
1378	16.2798336
1379	0.79003752
1380	1.24558416
1381	0.037648092
1382	0.043840662
1383	0.00079833036
1384	0.0112648098
1385	0.03425859
1386	0.04412775
1387	3.0239718
1388	0.063565968
1389	8.6534106
1390	7.3372182
1391	5.1603012
1392	0.36761988
1393	1.75220712
1394	1.18709136
1395	0.0113612688
1396	0.000136940592
1397	0.75414438
1398	18.6107724
1399	11.9699004
1400	7.56987468e-05
1401	0.00022170093
1402	26.870172
1403	34.707558
1404	10.8078612
1405	0.006466005
1406	29.67342
1407	2.5890396
1408	24.054912
1409	9.130554
1410	6.907956
1411	30.885474
1412	38.570178
1413	342.04896
1414	5.385963
1415	2.7427734
1416	539.65944
1417	174.22896
1418	199.40772
1419	31.635762
1420	121.855596
1421	135.744096
1422	701.26524
1423	139.729176
1424	258.87048
1425	389.685
1426	426.48828
1427	775.59126
1428	66.875664
1429	584.76702
1430	971.31474
1431	755.8605
1432	35.789958
1433	543.54138
1434	322.57368
1435	317.37828
1436	578.7081
1437	451.97112
1438	198.27792
1439	769.34172
1440	604.2813
1441	479.50338
1442	548.06916
1443	696.93678
1444	963.55758
1445	761.86788
1446	351.10458
1447	554.33466
1448	1876.4256
1449	1642.0956
1450	422.89908
1451	172.08516
1452	983.16918
1453	1301.23446
1454	2274.951
1455	1060.42734
1456	1408.76832
1457	1906.9734
1458	2282.8398
1459	2722.2498
1460	1398.08052
1461	1447.71912
1462	2146.0794
1463	686.5536
1464	2543.763
1465	1553.9298
1466	1027.6752
1467	557.62842
1468	1225.90896
1469	1533.0438
1470	767.29788
1471	275.38944
1472	720.08826
1473	1109.77506
1474	1594.3968
1475	3123.891
1476	1102.28016
1477	1106.56014
1478	1031.9508
1479	1986.585
1480	962.90994
1481	1894.6914
1482	945.19998
1483	2478.3234
1484	2322.4152
1485	2090.1582
1486	2037.3864
1487	962.21742
1488	1557.4236
1489	3250.008
1490	3015.282
1491	3452.1312
1492	2775.5646
1493	3109.5834
1494	3526.6854
1495	3165.1326
1496	2904.9858
1497	4065.318
1498	3321.8226
1499	3844.0344
1500	4520.8422
1501	4755.5886
1502	4190.2014
1503	3247.7316
1504	2765.916
1505	3212.5944
1506	4670.6016
1507	4585.6596
1508	4388.2584
1509	3259.5486
1510	4924.8654
1511	4775.193
1512	4739.7066
1513	4315.1058
1514	3991.7004
1515	4847.7792
1516	4663.0584
1517	4491.6756
1518	4554.9216
1519	4380.2148
1520	4792.8618
1521	5079.8814
1522	4809.1704
1523	5177.5296
1524	5057.8902
1525	4697.3706
1526	4861.281
1527	4781.1324
1528	5153.1258
1529	5005.2042
1530	4657.0182
1531	4936.2078
1532	5140.4256
1533	5115.6294
1534	4946.2434
1535	4890.903
1536	5058.0222
1537	5031.279
1538	5037.1596
1539	5032.7532
1540	4886.2692
1541	4963.4766
1542	4961.5368
1543	5029.0554
1544	5024.5986
1545	5136.1902
1546	5085.3126
1547	5064.525
1548	4947.795
1549	5076.8514
1550	5009.0556
1551	5019.2454
1552	5033.4402
1553	5036.4846
1554	4911.0228
1555	4967.712
1556	4882.7082
1557	5024.0994
1558	4984.1772
1559	4975.5732
1560	4930.5558
1561	5011.6404
1562	4960.3662
1563	4946.4588
1564	4870.2774
1565	4961.0586
1566	4867.3386
1567	4875.9618
1568	4746.858
1569	4658.8428
1570	4352.268
1571	4156.731
1572	4218.8232
1573	4150.3842
1574	4336.107
1575	4389.8628
1576	4482.5976
1577	3868.878
1578	4216.5912
1579	4230.9096
1580	4409.697
1581	4503.4362
1582	4403.4504
1583	4521.7596
1584	4577.6274
1585	4772.4546
1586	4722.3096
1587	4677.51
1588	4655.733
1589	4309.6098
1590	4481.9484
1591	4487.8302
1592	4671.702
1593	4791.5028
1594	4748.0592
1595	4788.408
1596	4530.8586
1597	4564.9896
1598	4692.7662
1599	4425.7242
1600	4307.1558
1601	3989.562
1602	3992.043
1603	3983.448
1604	4085.385
1605	4312.2762
1606	4425.7734
1607	4225.8714
1608	4123.3104
1609	4066.4898
1610	3923.022
1611	4103.262
1612	4197.7338
1613	4331.484
1614	4377.1968
1615	4439.178
1616	4254.2064
1617	4333.3704
1618	4505.0658
1619	4456.107
1620	4345.8108
1621	4342.9188
1622	4403.745
1623	4496.979
1624	4498.0782
1625	4408.9884
1626	4441.9548
1627	4463.6454
1628	4468.2366
1629	4473.6894
1630	4381.191
1631	4402.4748
1632	4410.933
1633	4290.9558
1634	4314.2586
1635	4306.6146
1636	4352.6808
1637	4202.9976
1638	4032.9402
1639	4069.2876
1640	3921.7422
1641	4037.8956
1642	4067.9694
1643	3906.966
1644	4125.2388
1645	4000.3638
1646	3962.4354
1647	4208.1996
1648	3936.6456
1649	4018.7658
1650	4152.8154
1651	3774.0966
1652	4123.0032
1653	4115.1978
1654	3936.2628
1655	4111.5714
1656	4066.5564
1657	4099.9368
1658	4167.8682
1659	4094.9268
1660	4136.1936
1661	4143.2838
1662	4035.135
1663	4122.684
1664	4091.0838
1665	3868.7976
1666	3125.8788
1667	3850.1076
1668	3970.566
1669	3978.9606
1670	4112.0358
1671	4047.9984
1672	3922.1736
1673	4015.9368
1674	3984.1872
1675	3950.1564
1676	3919.5432
1677	3925.113
1678	3846.9366
1679	3957.3192
1680	3814.017
1681	3584.94
1682	3783.4422
1683	3883.8408
1684	3601.2438
1685	3960.7398
1686	3905.3994
1687	3770.2656
1688	3897.8706
1689	3844.9098
1690	3799.6428
1691	3498.9096
1692	3826.2906
1693	3927.2088
1694	3772.5408
1695	3889.791
1696	3887.1996
1697	3246.4152
1698	3844.275
1699	3810.3972
1700	3686.8458
1702	3781.5996
1705	3644.67
1710	3447.2118
1715	3490.1988
1720	3448.23
1725	3240.2646
1730	3184.0944
1735	2954.1528
1740	3068.8728
1745	2817.279
1750	3011.4654
1755	2771.4498
1760	2891.5734
1765	2374.0278
1770	2529.8502
1775	2011.7268
1780	1739.7168
1785	1301.58282
1790	1511.09238
1795	744.0567
1800	514.02852
1805	222.97566
1810	148.092324
1815	47.919054
1820	14.4064872
1825	18.6052842
1830	0.084248184
1835	0.100103694
1840	0.00112842678
1845	0.1065231
1850	0.0517834692
1855	0.00499149234
1860	0.174612498
1865	0.269277066
1870	6.31167438e-06
1875	1.045736496e-05
1880	1.17982986
1885	0.67787622
1890	3.36468498
1895	1.96049898
1900	0.014682846
1905	0.009561129
1910	0.366195504
1915	0.30957759
1920	6.6968412
1925	13.767864
1930	8.1916902
1935	53.391066
1940	49.728834
1945	164.73021
1950	251.57628
1955	139.747074
1960	326.475
1965	428.71632
1970	777.83388
1975	1145.80818
1980	1306.9275
1985	1466.64414
1990	1526.262
1995	1414.7079
2000	556.07898
2005	193.820322
2010	570.92814
2015	365.50038
2020	672.42552
2025	1229.52264
2030	1482.3792
2035	1745.4966
2040	1596.63654
2045	1618.2738
2050	1113.30528
2055	858.86766
2060	1152.15942
2065	1001.97198
2070	1080.76062
2075	1335.28314
2080	1566.3771
2085	1528.92972
2090	1626.2652
2095	1658.2308
2100	1585.437
2105	1741.1412
2110	1665.0576
2115	1716.3942
2120	1628.8374
2125	1657.1022
2130	1685.73
2135	1693.7934
2140	1710.444
2145	1684.947
2150	1571.97618
2155	1579.14156
2160	1569.30576
2165	1418.74104
2170	1533.56676
2175	1493.48568
2180	1529.55852
2185	1375.5609
2190	1473.89058
2195	1469.59884
2200	1289.56512
2205	1364.49024
2210	1488.90492
2215	1418.68416
2220	1452.01854
2225	1405.3233
2230	1412.33238
2235	1380.2766
2240	1358.01642
2245	1304.22102
2250	1336.7964
2255	1238.74236
2260	1222.4832
2265	1256.52564
2270	1178.77116
2275	1161.09234
2280	1222.1928
2285	1145.07822
2290	1149.43662
2295	1112.3532
2300	1054.49784
2305	1064.0622
2310	1180.5981
2315	1047.43554
2320	917.80434
2325	1025.23992
2330	1027.55766
2335	1055.44704
2340	802.5594
2345	911.52828
2350	722.08452
2355	836.50458
2360	895.11822
2365	889.31184
2370	511.22052
2375	774.79392
2380	751.79934
2385	527.47194
2390	638.03928
2395	704.2431
2400	774.33042
2405	585.33738
2410	588.5784
2415	463.4019
2420	454.19316
2425	570.94728
2430	786.71754
2435	245.322642
2440	767.79828
2445	348.78204
2450	222.31869
2455	423.846
2460	573.17856
2465	403.50564
2470	270.325446
2475	265.182576
2480	126.850632
2485	85.98552
2490	52.731876
2495	43.28328
2500	108.437166
2505	23.27472
2510	34.002108
2515	7.8282732
2520	5.4855924
2525	0.62579196
2530	0.0113312214
2535	0.00334593828
2540	0.00695435232
2545	1.30713699e-06
2550	8.30004474e-09
2555	2.51036892e-05
2560	7.76257296e-07
2565	5.889965952e-10
2570	1.0103278956e-13
2575	2.99286896448e-22
2580	5.310141354e-17
2585	1.5366061252542e-28
2590	3.132772602696e-25
2595	6.41335968918e-28
2600	1.672261808478e-22
2605	2.9515347654e-29
2610	4.862089126176e-28
2615	1.5135969135696e-31
2620	1.35004282794e-23
2625	1.631790307554e-22
2630	1.29522882e-38
2635	1.856270352e-11
2640	6.481053264e-12
2645	6.752804298e-14
2650	1.3595071578e-14
2655	4.17729150552e-22
2660	4.2128782098e-20
2665	8.624326976508e-32
2670	0
2675	0
2680	0
2685	0
2690	2.170836262062e-24
2695	1.349291620464e-27
2700	0
2705	4.591816812e-37
2710	1.5126180613812e-30
2715	6.74135744916e-21
2720	1.97640252e-38
2725	5.744877735e-17
2730	5.7254840412e-14
2735	5.3261853456e-16
2740	3.14945610312e-22
2745	1.17745546608e-18
2750	1.573450110648e-23
2755	9.5320458e-39
2760	4.4559e-41
2765	3.0310976814e-22
2770	7.4568601032e-19
2775	3.809399018028e-33
2780	2.3000249204229e-29
2785	1.22336907945e-22
2790	3.9444945774e-12
2795	1.4562404874e-11
2800	3.535262646e-08
2805	1.481860464e-09
2810	7.3657209e-06
2815	5.40745716e-06
2820	4.62015006e-07
2825	0.00306932388
2830	0.0608717016
2835	4.96879134e-06
2840	0.00337255092
2845	0.59394108
2850	0.0189480558
2855	0.0070887294
2860	0.382407684
2865	2.44868592
2870	0.100760118
2875	5.7615582
2880	3.68574222
2885	6.687078
2890	2.79593808
2895	40.68267
2900	12.271953
2905	1.68241194
2910	42.01707
2915	19.214616
2920	44.909124
2925	16.7767308
2930	93.936792
2935	103.591926
2940	25.256184
2945	22.1223504
2950	82.595484
2955	37.25505
2960	73.515
2965	121.801572
2970	5.3859096
2975	13.2508674
